County,City,State,Postal.Code,Model.Year,Make,Model,Electric.Vehicle.Type,Electric.Range
King,Kirkland,WA,98034,2024,NISSAN,ARIYA,Battery Electric Vehicle (BEV),0
Clark,Camas,WA,98607,2021,BMW,I3,Battery Electric Vehicle (BEV),0
King,Kent,WA,98030,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98685,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
Clark,Washougal,WA,98671,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19
King,Renton,WA,98056,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98005,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
Clark,Vancouver,WA,98685,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Shoreline,WA,98177,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Redmond,WA,98052,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Seattle,WA,98101,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2023,FORD,F-150,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2016,KIA,SOUL,Battery Electric Vehicle (BEV),93
King,Seattle,WA,98177,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),0
King,Burien,WA,98168,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98685,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
King,Bothell,WA,98011,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Kirkland,WA,98033,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98144,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Bellevue,WA,98004,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),245
King,Kirkland,WA,98034,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),20
King,Seattle,WA,98116,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Kirkland,WA,98033,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Burien,WA,98146,2024,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),35
King,Bellevue,WA,98007,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Seattle,WA,98177,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98074,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kent,WA,98030,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266
King,Shoreline,WA,98155,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98101,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2016,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),36
King,Burien,WA,98146,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259
King,Newcastle,WA,98056,2024,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),33
King,Redmond,WA,98052,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
King,Kirkland,WA,98033,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2022,MERCEDES-BENZ,EQS-CLASS SEDAN,Battery Electric Vehicle (BEV),0
Jefferson,Brinnon,WA,98320,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38
King,Renton,WA,98057,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98005,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98074,2024,BMW,I5,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98682,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
Jefferson,Port Townsend,WA,98368,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
Thurston,Olympia,WA,98501,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Normandy Park,WA,98166,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Thurston,Rainier,WA,98576,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259
King,Redmond,WA,98052,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0
King,Bothell,WA,98011,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Bothell,WA,98011,2023,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),17
King,Bothell,WA,98011,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98199,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Auburn,WA,98092,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19
Yakima,Zillah,WA,98953,2023,FORD,F-150,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),149
Jefferson,Brinnon,WA,98320,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32
Snohomish,Snohomish,WA,98290,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98109,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Thurston,Yelm,WA,98597,2023,KIA,EV6,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Issaquah,WA,98027,2022,RIVIAN,R1S,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),35
Clark,Battle Ground,WA,98604,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
King,Sammamish,WA,98075,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Bothell,WA,98011,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Seattle,WA,98125,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),22
King,Kirkland,WA,98034,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Mercer Island,WA,98040,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Snohomish,Lake Stevens,WA,98258,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
King,Lake Forest Park,WA,98155,2020,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),234
King,Kirkland,WA,98033,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
King,Mercer Island,WA,98040,2024,BMW,IX,Battery Electric Vehicle (BEV),0
Snohomish,Granite Falls,WA,98252,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Normandy Park,WA,98166,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Bellevue,WA,98006,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98661,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2024,TESLA,CYBERTRUCK,Battery Electric Vehicle (BEV),0
King,Medina,WA,98039,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
Yakima,Yakima,WA,98901,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98107,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Kirkland,WA,98033,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),107
King,Seattle,WA,98112,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),73
King,Woodinville,WA,98072,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kent,WA,98031,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),0
King,Lake Forest Park,WA,98155,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266
King,Burien,WA,98146,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Lake Forest Park,WA,98155,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98685,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Bellevue,WA,98004,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),0
King,Woodinville,WA,98072,2016,KIA,SOUL,Battery Electric Vehicle (BEV),93
King,Redmond,WA,98052,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98112,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98109,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
Snohomish,Lynnwood,WA,98087,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98102,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2024,FORD,F-150,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98117,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),26
Kitsap,Bremerton,WA,98311,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98178,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),26
Thurston,Olympia,WA,98501,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98662,2020,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),170
Clark,Camas,WA,98607,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Seattle,WA,98133,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266
Clark,Camas,WA,98607,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Kitsap,Kingston,WA,98346,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0
King,Renton,WA,98055,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),97
King,Kirkland,WA,98034,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2022,BMW,I4,Battery Electric Vehicle (BEV),0
Snohomish,Bothell,WA,98012,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),249
King,Sammamish,WA,98074,2018,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Federal Way,WA,98023,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32
Thurston,Rainier,WA,98576,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98115,2020,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),22
Snohomish,Mukilteo,WA,98275,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Cowlitz,Castle Rock,WA,98611,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Kirkland,WA,98033,2019,KIA,NIRO,Battery Electric Vehicle (BEV),239
King,Bellevue,WA,98006,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2020,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),17
King,Bothell,WA,98011,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266
Thurston,Rainier,WA,98576,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Seattle,WA,98112,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98008,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Kirkland,WA,98034,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Kitsap,Poulsbo,WA,98370,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98008,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2022,BMW,IX,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98122,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
Clark,Vancouver,WA,98685,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
Kitsap,Silverdale,WA,98383,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Kitsap,Bainbridge Island,WA,98110,2023,BMW,I4,Battery Electric Vehicle (BEV),0
King,Kent,WA,98031,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),200
King,Redmond,WA,98052,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266
King,North Bend,WA,98045,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98104,2024,BMW,I4,Battery Electric Vehicle (BEV),0
Kitsap,Bainbridge Island,WA,98110,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322
King,Kent,WA,98031,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98178,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2022,KIA,EV6,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98685,2024,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),32
King,Redmond,WA,98052,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),0
Kitsap,Bainbridge Island,WA,98110,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),13
Island,Oak Harbor,WA,98277,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),208
King,Kent,WA,98030,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Normandy Park,WA,98166,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
Clark,Camas,WA,98607,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),208
Clark,Vancouver,WA,98685,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98005,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
King,Seattle,WA,98125,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Kitsap,Silverdale,WA,98383,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),204
King,Seattle,WA,98102,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Bellevue,WA,98005,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98122,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),0
Kitsap,Port Orchard,WA,98367,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
King,Seattle,WA,98115,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Seattle,WA,98102,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98007,2020,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),22
King,Bellevue,WA,98006,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98109,2021,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98133,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19
King,Burien,WA,98168,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32
King,Bellevue,WA,98005,2020,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),18
King,Kirkland,WA,98034,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
Snohomish,Lynnwood,WA,98087,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Kent,WA,98030,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),208
King,Kirkland,WA,98033,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150
Snohomish,Lake Stevens,WA,98258,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98008,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2024,BMW,I4,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98007,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Seattle,WA,98177,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
Clark,Vancouver,WA,98664,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Seattle,WA,98144,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kent,WA,98042,2016,MERCEDES-BENZ,C-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),11
King,Seattle,WA,98125,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98685,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
King,Newcastle,WA,98056,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98121,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
Clark,Vancouver,WA,98662,2023,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98112,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kent,WA,98031,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
King,Seattle,WA,98125,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Snohomish,Lynnwood,WA,98087,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),265
King,Shoreline,WA,98133,2024,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),0
King,Newcastle,WA,98056,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),16
King,Seattle,WA,98103,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Yakima,Yakima,WA,98902,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
Clark,Vancouver,WA,98684,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Des Moines,WA,98198,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Issaquah,WA,98029,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0
Island,Coupeville,WA,98239,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98117,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
Snohomish,Granite Falls,WA,98252,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322
King,Redmond,WA,98052,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),18
King,Issaquah,WA,98029,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
Clark,Vancouver,WA,98662,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Seattle,WA,98104,2023,KIA,NIRO,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2024,BMW,IX,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98116,2024,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),32
Clark,Vancouver,WA,98682,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),20
King,Renton,WA,98058,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Snohomish,Monroe,WA,98272,2024,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98660,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),125
King,Auburn,WA,98092,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
Clark,Vancouver,WA,98686,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
Kitsap,Poulsbo,WA,98370,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Medina,WA,98039,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Bellevue,WA,98006,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Kent,WA,98031,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Yakima,Moxee,WA,98936,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266
King,Seattle,WA,98125,2023,LUCID,AIR,Battery Electric Vehicle (BEV),0
King,Bothell,WA,98011,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),20
Thurston,Olympia,WA,98513,2015,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),14
King,Bellevue,WA,98004,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266
King,Kirkland,WA,98034,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
Clallam,Port Angeles,WA,98362,2024,KIA,EV6,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98133,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98133,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
King,Shoreline,WA,98177,2017,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),20
King,Burien,WA,98166,2023,TESLA,MODEL S,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238
King,Seattle,WA,98125,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98665,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
King,Auburn,WA,98092,2023,TESLA,MODEL S,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2022,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),33
King,Redmond,WA,98052,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Issaquah,WA,98027,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98122,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98109,2020,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),18
King,Kirkland,WA,98034,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Redmond,WA,98052,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Shoreline,WA,98155,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Bellevue,WA,98006,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98133,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),33
King,Auburn,WA,98092,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seatac,WA,98188,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
Clark,Vancouver,WA,98662,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),38
King,Seattle,WA,98117,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),0
King,Lake Forest Park,WA,98155,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98662,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98682,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
